기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A00006,11,A00006_11,A00006_11,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,49,20,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02183,15,A02183_15,A02183_15,"한국은 올해 경제 성과 분야에서는 11위를 기록하며 전년(16위) 대비 5계단 올랐는데, 상품 수출 증가율(44→10위)이나 민간 서비스 수출 증가율(62→19위) 등에서 좋은 실적을 거둔 게 영향을 미쳤다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=MISSING | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,32,14,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02184,15,A02184_15,A02184_15,"지난 1분기 기준 30대 고졸 실업률은 4.2%인 반면, 대졸 이상은 2.4%에 그쳤다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,19,17,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02184,8,A02184_8,A02184_8,"지난 2003년부터 2022년까지 20년간 20대 후반의 실업률은 고졸이 대졸보다 높았는데, 지난 2023년부터 대졸 실업률(6.2%)이 고졸(5.2%)을 넘는 역전 현상이 발생했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,19,6,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02202,10,A02202_10,A02202_10,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,36,25,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02253,15,A02253_15,A02253_15,대미 수출이 급증한 덕에 아일랜드는 1분기(1~3월)에 9.7% 성장했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,6,18,5,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02282,18,A02282_18,A02282_18,상대적으로 인구가 많은 1990년... 1월 출생아 11.6% 역대 최대폭 증가...'제2 에코붐' 90년대생 효과 올해 첫 달 출생아가 전년 동월 대비 11.6% 늘어나며 1월 기준 사상 최대 증가폭을 보였다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,43,10,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02282,4,A02282_4,A02282_4,"25일 통계청이 발표한 ‘4월 인구 동향’에 따르면, 지난 4월 출생아 수는 2만717명으로 전년 같은 달 대비 8.7%가 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,1,43,17,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02291,10,A02291_10,A02291_10,"올해 1분기 광업 및 제조업 생산을 보면, 충청권(1.6%)과 부산·울산·경남 지역인 동남권(1.2%)은 반도체·전자부품, 자동차 등의 생산이 늘면서 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,10,61,13,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02291,8,A02291_8,A02291_8,"반면, 광업과 제조업, 건설업의 생산이 감소했던 대구(-3.9%)는 전년 동기 대비 지역내총생산 성장률이 가장 낮았다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,5,49,27,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02292,15,A02292_15,A02292_15,대표적인 수입 분유인 네덜란드산 분유 브랜드 압타밀(Aptamil)은 지난달 19일 일부 제품 가격을 약 5% 인상했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,27,19,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02343,4,A02343_4,A02343_4,산업 생산은 지난 4월(-0.8%) 이후 두 달 연속 마이너스다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,27,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02350,6,A02350_6,A02350_6,15대 품목 중 10개 품목은 2분기보다 수출 여건이 악화될 것으로 조사됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,39,15,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02366,7,A02366_7,A02366_7,15대 수출 품목 중 10개가 2분기보다 수출 여건이 악화할 것으로 조사됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,30,24,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02375,20,A02375_20,A02375_20,지난달 달걀 물가 상승률은 2020년말 발생한 조류인플루엔저(AI) 방역에 따른 대규모 살처분 여파로 계란값이 15.8% 올랐던 2022년 1월 이후 3년 5개월 만에 가장 높다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,5,46,5,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02385,32,A02385_32,A02385_32,라면에 계란을 풀어 파는 외식 라면 물가도 지난달 4%나 뛰었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,5,30,29,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02385,9,A02385_9,A02385_9,지난달 계란 물가는 1년 전 대비 6% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,5,25,10,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02388,5,A02388_5,A02388_5,5000만 달러 이상의 수출 실적을 보인 가공식품 중 지난해 대비 수출 증가율이 가장 큰 상위 품목은 라면(24.0%)이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,10,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02450,11,A02450_11,A02450_11,한국의 경우 2000년 10월~2023년 11월 자료를 분석해 보니 GDP 대비 정부 부채 비율이 1%포인트 증가할 경우 약 1년 뒤 소비자물가가 0.1~0.15%포인트 오르는 경향이 있었다.” ―경기 진작 효과와 물가 상승 부작용 중 어떤 게 더 큰가?,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,14,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02491,8,A02491_8,A02491_8,1~10일 반도체 수출액은 전년 동기 대비 12.8% 증가한 38억2800만달러로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,31,18,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02491,9,A02491_9,A02491_9,반도체 수출 비율은 19.7%로 지난해 같은 기간보다 0.6%포인트 상승했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,34,17,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02494,17,A02494_17,A02494_17,지난 4월부터 25% 관세가 붙고 있는 자동차 부문은 지난해 같은 기간 GM한국의 파업으로 자동차 대미 수출이 급감했던 데 따른 ‘착시 효과’가 더해졌다는 분석이 나온다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,10,19,6,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02539,4,A02539_4,A02539_4,테슬라는 지난 5월에는 국내 시장 진출 8년 만에 처음으로 수입차 월간 판매 1위를 기록하기도 했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=MISSING | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,1,20,13,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02554,11,A02554_11,A02554_11,530e(xDrive 포함)는 올 상반기에 작년 동기(389대) 대비 4배가량 급증한 1512대가 판매되며 수입차 PHEV 1위에 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=MISSING | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,1,20,14,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02558,12,A02558_12,A02558_12,제조업 취업자 수는 작년 7월(-1만1000명)부터 1년 연속으로 감소세를 이어가고 있다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,59,16,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02558,14,A02558_14,A02558_14,지난달 건설업 취업자 수도 196만명으로 전년 동월 대비 9만7000명 감소하며 200만명을 밑돌았다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,40,13,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02558,17,A02558_17,A02558_17,지난달 15~29세 고용률은 45.6%로 전년 동월 대비 1%포인트 하락했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,4,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02558,18,A02558_18,A02558_18,청년층 고용률은 작년 5월(-0.7%포인트)부터 1년 넘게 감소세를 이어가고 있다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02558,21,A02558_21,A02558_21,지난달 비경제활동인구 중 활동 상태를 ‘쉬었음’이라고 응답한 20대는 39만6000명으로 전년 동월 대비 2000명 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,10,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02558,9,A02558_9,A02558_9,고령 돌봄 수요 확대 등에 따라 지난달 보건·사회복지서비스업 취업자 수는 323만4000명으로 전년 동월 대비 21만6000명 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,55,20,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02564,5,A02564_5,A02564_5,"법인세 수입은 지난 2022년 103조5700억원에서 2023년 80조4200억원으로 줄었고, 2024년에는 62조5000억원까지 감소했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,24,16,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02569,10,A02569_10,A02569_10,"건설 경기 불황으로 건설업 취업자도 9만7000명 줄어, 작년 5월 이후 1년 2개월째 감소세다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,20,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02569,30,A02569_30,A02569_30,지난달 쉬었음 인구는 243만4000명으로 1년 전 대비 6만명 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,2,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02569,6,A02569_6,A02569_6,하지만 전체 취업자의 15% 이상을 차지하는 취업자 수 1위 업종인 제조업 분야는 전년 동월 대비 8만3000명 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,40,20,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02584,11,A02584_11,A02584_11,"6월 수출된 친환경차는 총 7만5706대로, 작년보다 23.1% 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,17,10,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02584,12,A02584_12,A02584_12,친환경차 중 전기차 수출도 지난달 21.4% 늘어난 2만2325대를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,16,16,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02584,14,A02584_14,A02584_14,지난 5월 초부터 대미 관세 25%가 적용 중인 자동차 부품 수출액도 전년 동월 대비 2.5% 증가한 18억달러로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,10,25,17,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02584,8,A02584_8,A02584_8,대미 자동차 수출액은 트럼프 행정부가 자동차 관세 25% 방침을 발표한 지난 3월부터 4개월 연속 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,10,17,8,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02604,1,A02604_1,A02604_1,"쌀과 빵, 커피, 달걀 등 먹거리 물가가 뛰면서 지난달 소비자 물가 상승률이 2달 만에 다시 2%대로 올라섰다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,7,63,33,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02605,13,A02605_13,A02605_13,◇ 달걀 9.2%↑… 축산·수산물 가격 강세 9월 농축수산물 물가는 전년 동월 대비 1.9% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,3,20,7,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02609,7,A02609_7,A02609_7,국가데이터처가 지난 2일 발표한 '9월 소비자물가 동향'에 따르면 쌀 소비자물가는 지난해 같은 달보다 15.9% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,7,62,32,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02624,7,A02624_7,A02624_7,20대 인구는 2020년 703만명을 기록한 후 4년 연속 감소세다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02633,10,A02633_10,A02633_10,"특히 50대는 작년까지는 계속해서 매달 취업자 수가 전년대비 증가했는데, 올해 들어 1월부터는 9개월 연속 전년대비 감소하는 모습을 보이고 있다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,1,1,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
A02638,3,A02638_3,A02638_3,"17일 국가데이터처의 ‘9월 고용 동향’에 따르면, 지난달 20대 취업자는 343만5000명으로 지난해 9월(356만9000명)보다 13만4000명 줄었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,1,1,HOLD,HARD_GUARD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,,HARD_GUARD,HOLD,NO_HARD_GUARD_CANDIDATE,,,,,,0,,,
