기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A00006,18,A00006_18,A00006_18,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02293,4,A02293_4,A02293_4,25일 통계청은 ‘4월 인구 동향’에서 4월 출생아 수가 2만717명으로 전년 같은 달보다 8.7% 증가했다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,2,11,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02343,7,A02343_7,A02343_7,지난달 설비투자도 반도체 제조용 기계 수입 감소 등 여파로 4.7% 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,2,40,13,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02357,10,A02357_10,A02357_10,"설비투자도 반도체 장비 수입 감소 등 여파로 4.7% 줄어, 지난 3월 이후 3개월 연속 감소세다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,42,15,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02362,10,A02362_10,A02362_10,"특히 강남역, 송파, 종로, 가산, 구로 등 지역은 전년 대비 평균 식비가 1000원씩 상승해 외식 물가 인상 흐름을 그대로 보여줬다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,5,64,64,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02366,6,A02366_6,A02366_6,실제로 올 1분기 우리나라 수출은 직전 분기인 작년 4분기 대비 8.9% 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,32,18,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02388,11,A02388_11,A02388_11,2000만 달러 이상의 수출 실적을 보인 신선식품 중 전년 대비 증가가 높은 품목은 닭고기(7.9%)와 유자(5.5%)로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,30,18,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02408,12,A02408_12,A02408_12,"이는 국내총생산(GDP) 대비 4.2% 수준에 달하는 것으로, 2020년 이후 5년 연속으로 재정 준칙 목표치(3% 이내)를 넘어서게 된다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,14,4,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02416,10,A02416_10,A02416_10,이창용 한은 총재는 1일 외신 인터뷰에서 “정부가 최근 발표한 추경안은 연간 성장률을 0.2%포인트 정도 올릴 것”이라고 했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,20,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02416,14,A02416_14,A02416_14,"◇“추경은 급한 불 끄는 소화기… 내수 살릴 진짜 대책 필요"" 정부가 올해 두 번째 추가경정예산을 마련하고 4일 정부안보다 1조원 넘게 불어난 2차 추경이 국회 문턱을 넘었지만, 추경으로 인한 올해 성장률 상승 폭은 0.1~0.2%포인트에 그칠 것이란 관측이 나온다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,14,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02416,7,A02416_7,A02416_7,경제 기초 체력을 보면 한국 경제는 2%는 성장해야 한다(잠재성장률 기준). 정상적인 성장 속도의 반 토막에도 못 미치는 저성장의 덫에 빠진 올해 한국 경제에서 추경은 불가피한 측면이 있다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,20,11,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02448,3,A02448_3,A02448_3,8일 통계청에 따르면 지난달 외식 소주 품목의 소비자 물가 지수는 전년 동월 대비 0.1% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,4,102,54,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02491,4,A02491_4,A02491_4,조업일수를 고려한 일평균 수출액도 전년 대비 9.5% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,17,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02494,20,A02494_20,A02494_20,"트럼프발 관세가 몰아치는 상황에서도 반도체는 전년 동기 대비 12.8%, 자동차는 13.3% 늘어나며 수출 증가를 이끌었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,10,36,19,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02558,11,A02558_11,A02558_11,반면 국내 산업 중 가장 많은 인력을 고용하는 제조업은 지난달 취업자 수가 441만4000명으로 전년 동월 대비 8만3000명 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,56,19,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02569,31,A02569_31,A02569_31,특히 20대 쉬었음 인구는 39만6000명으로 전년 동월 대비 2000명 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02570,4,A02570_4,A02570_4,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02584,4,A02584_4,A02584_4,산업통상자원부는 올 6월 한국 자동차 수출액이 전년 동기 대비 2.3% 증가한 63억4000만달러로 집계됐다고 17일 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,6,15,6,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02605,14,A02605_14,A02605_14,작년 9월 폭염으로 인한 공급이 부족했던 채소류는 올해 9월엔 안정적으로 공급되면서 물가가 12.3% 내렸다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,3,38,22,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02614,17,A02614_17,A02614_17,"전월세를 포함한 주거비와 각종 공공요금 등이 포함된 '주택, 수도, 전기 및 연료' 물가는 16.7%, '의류 및 신발'은 16.2%로 평균 상승률과 거의 유사했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,22,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02614,2,A02614_2,A02614_2,8일 국가데이터처에 따르면 지난달 '식료품 및 비주류 음료' 물가지수는 2020년 9월에 비해 22.9% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,24,6,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02617,1,A02617_1,A02617_1,지난해 ‘인구 감소 지역’ 4곳 중 3곳의 자살률이 전국 평균보다 높은 것으로 나타났다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02617,13,A02617_13,A02617_13,"예컨대, 지난해 우리나라 인구 10만명당 정신과 의사는 8.3명인데, 인구 감소 지역은 이에 못 미친다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02617,2,A02617_2,A02617_2,9일 국회 보건복지위원회 소속 김선민(조국혁신당) 의원이 국가데이터처 자료를 분석한 결과 인구 감소 지역으로 지정된 전국 89개 시군구의 지난해 자살률은 인구 10만명당 36.3명이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02617,6,A02617_6,A02617_6,특히 지난해 자살률 상위 10개 지역은 모두 인구 감소 지역이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02624,3,A02624_3,A02624_3,"12일 국가데이터처(구 통계청)에 따르면 지난해 20대 인구는 630만2000명으로, 전년보다 19만3000명 줄었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=SOURCE,아니오,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02631,3,A02631_3,A02631_3,"보고서는 2019∼2024년 국가데이터처 소비자물가지수 분류 항목 중 의식주와 관련 있고 상승률이 높은 15개 항목(식료품, 수도 및 주거 관련 서비스, 음식 서비스 등)을 중점적으로 분석했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,21,10,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02633,1,A02633_1,A02633_1,"지난 9월 전체 취업자 수가 31만명 이상 늘어 1년 7개월 만에 최대 증가 폭을 기록했지만, 청년층은 14만6000명이나 줄어 모든 연령대 중 감소 폭이 가장 컸다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,30,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02647,16,A02647_16,A02647_16,"전년 동월 대비 비정규직이 늘어난 산업은 보건사회복지업(21만명), 운수창고업(3만9000명)이었고, 숙박음식업(-5만8000명), 건설업(-5만1000명), 도소매업(-4만1000명), 제조업(-3만2000명)은 감소했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,12,50,27,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02650,29,A02650_29,A02650_29,국가데이터처에 따르면 지난달 청년층 고용률은 45.1%로 1년 전보다 0.7%p 떨어졌다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,24,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02656,28,A02656_28,A02656_28,이는 지난해 1인 가구 최저생계비(133만원)에 못 미치는 수준이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,23,21,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02660,2,A02660_2,A02660_2,"국가데이터처가 27일 발표한 ‘2023년 소득 이동 통계’에 따르면, 2023년 소득 분위(1~5분위)가 전년 대비 한 계단 이상 상승한 사람은 소득이 있는 15세 이상 인구의 17.3%에 그쳤다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02682,2,A02682_2,A02682_2,이같은 물가 상승률은 지난해 7월(2.6%) 이후 15개월만에 가장 높은 수치다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,21,8,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02688,1,A02688_1,A02688_1,지난달 소비자 물가가 1년 새 2.4% 오르며 1년 3개월 만에 가장 큰 폭으로 뛰었다고 국가데이터처가 4일 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,20,10,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02693,1,A02693_1,A02693_1,코로나 팬데믹 이전 3%대 중후반대였던 실업률이 2022년 이후 2% 중후반대로 낮아진 현상의 상당 부분이 청년층의 구직 포기 때문이라는 국책 연구 기관의 분석 결과가 6일 나왔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,48,27,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02700,19,A02700_19,A02700_19,코로나 시기였던 2020년 인구주택총조사의 최종 응답률은 96.3%였다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,2,1,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02705,4,A02705_4,A02705_4,"10일 국가데이터처와 관세청이 발표한 '2025년 3분기 기준 기업 특성별 무역통계 결과(잠정)'에 따르면, 3분기 수출액은 1850억달러로 지난해 같은 기간보다 6.5% 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,25,15,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02705,5,A02705_5,A02705_5,"대기업(5.1%), 중견기업(7.0%), 중소기업(11.9%) 모두 전년 동기 대비 3분기 수출이 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,4,23,16,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02705,7,A02705_7,A02705_7,"전기전자, 운송장비 부문에서 수출이 늘면서, 광·제조업 수출액은 전년도 3분기 대비 8% 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,6,27,17,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
