기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A02167,21,A02167_21,A02167_21,"15일 통계청 국가 통계 포털에 따르면, 지난달 외식 부문 물가를 5년 전인 2020년 5월과 비교하면 24.8% 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,아니오,3,22,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02179,7,A02179_7,A02179_7,특히 아랍에미리트는 2031년까지 GDP의 40%를 AI 산업에서 창출하겠다고 한다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,14,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02181,14,A02181_14,A02181_14,"15년 전인 2010년 4월 기준 두 집단 사이의 실업률 차이가 8.7%포인트에 달했지만, 올해 4월에는 그 차이가 1.6%포인트로 크게 줄었다는 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,19,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02184,12,A02184_12,A02184_12,작년까지만 해도 전문대 졸업자 실업률(4.8%)이 고졸 실업률(5.1%)보다 낮았다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,19,7,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02203,10,A02203_10,A02203_10,"구체적으로 올해 4월 기준 투입 물가의 누적 상승률이 가공식품 30.4%, 외식 24.1%, 외식 외 개인 서비스 17.4% 등이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02203,2,A02203_2,A02203_2,"18일 한국은행이 발표한 ‘최근 가공식품 등 생활 물가 흐름과 수준에 대한 평가’ 보고서에 따르면, 코로나 유행기였던 2020년부터 올해 5월까지 소비자물가가 15.9% 오르는 동안 생활 물가는 19.1% 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02203,5,A02203_5,A02203_5,생활 물가와 소비자물가 차이는 작년 상반기 0.6%포인트에서 하반기 0.1%포인트로 줄었다가 올해 1~5월 0.4%포인트로 다시 확대되는 추세다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02203,8,A02203_8,A02203_8,가공식품의 생활 물가 상승률 기여도는 작년 하반기 0.15%포인트에서 올해 0.34%포인트로 두 배 이상 확대됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,3,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02219,6,A02219_6,A02219_6,이전 최대 규모는 2000년대 초 17조5500억원의 김대중 정부의 농가 부채 탕감 정책이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,11,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02258,26,A02258_26,A02258_26,"올해 1분기 우리나라 성장률은 -0.2%로 역성장했는데, 설비 투자 성장률은 이보다 낮은 -0.4%였다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,4,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02293,6,A02293_6,A02293_6,월별 출생아 수는 지난해 7월(7.8%) 이후 10개월째 증가세를 보이고 있다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,11,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02343,21,A02343_21,A02343_21,"수출, 기계류 내수 출하, 건설 수주 등 지표를 토대로 향후 경기 국면을 예고해 주는 선행종합지수 순환변동치는 100.9로 100을 웃돌았지만, 전월 대비 0.1포인트 하락했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,7,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02357,4,A02357_4,A02357_4,산업 생산은 지난 4월(-0.8%) 이후 두 달 연속 감소세다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,2,20,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02385,19,A02385_19,A02385_19,◇대통령 ”라면 2000원” 발언에도 치솟은 물가 또 다른 불황형 소비 품목인 라면도 지난달 6.9% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02385,22,A02385_22,A02385_22,"이재명 대통령이 취임 닷새 만인 지난달 9일 “라면 한 개에 2000원도 한다는데, 진짜냐”며 요주의 품목으로 라면을 콕 짚어 언급했지만, 라면을 포함한 가공식품 물가는 고공 행진하고 있다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02385,25,A02385_25,A02385_25,"통계청이 집계하는 가공식품 품목 73개 가운데 라면과 초콜릿(20.4%), 고추장(14.2%), 김치(14.2%), 빵(6.4%) 등 62개 가격이 올라 지난달 가공식품 물가는 4.6%나 뛰었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02395,19,A02395_19,A02395_19,2005년 인구조사에서는 남북 이산가족 유무를 물었는데 총 71만5968명의 국민이 “북한에 가족이나 친인척이 있다”고 답했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02491,1,A02491_1,A02491_1,이달 1~10일 수출이 전년 같은 달 대비 9.5% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,18,4,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02491,5,A02491_5,A02491_5,수입액은 200억 달러로 전년 동기 대비 1.8% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,5,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02492,14,A02492_14,A02492_14,재정 적자를 GDP의 3% 이내로 관리해야 한다는 정부의 재정 준칙을 2020년부터 6년 연속 위반하게 된다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,14,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02569,25,A02569_25,A02569_25,커피숍 아르바이트 등 숙박·음식점업 취업자는 지난 5월 감소세로 돌아선 데 이어 지난달에도 1년 전 대비 3만8000명 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,1,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02569,4,A02569_4,A02569_4,16일 통계청은 ‘2025년 6월 고용 동향’에서 지난달 취업자가 2909만1000명으로 전년 동월 대비 18만3000명 늘었다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,1,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02603,5,A02603_5,A02603_5,물가상승률은 지난 8월 SK텔레콤 해킹 사태에 따른 요금 인하 효과로 1%대로 내려갔다가 다시 반등했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,3,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02605,1,A02605_1,A02605_1,지난달 생활물가지수가 2.5% 상승했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,1,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02606,4,A02606_4,A02606_4,올해 벼 재배 면적은 67만8000㏊로 전년(69만8000㏊)보다 2만㏊(2.9%) 감소한 것으로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02616,2,A02616_2,A02616_2,"국가데이터처에 따르면, 지난달 식료품·비주류 음료 물가는 5년 전(2020년 9월) 대비 22.9% 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,3,2,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02632,1,A02632_1,A02632_1,지난달 취업자가 31만명 이상 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,1,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02633,29,A02633_29,A02633_29,한국건설산업연구원에 따르면 올해 상반기 건설 수주는 전년 동기 대비 10% 이상 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,2,7,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02647,11,A02647_11,A02647_11,특히 60세 이상 비정규직 근로자는 304만4000명으로 전년 동월 대비 23만3000명 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,3,1,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02647,3,A02647_3,A02647_3,"국가데이터처가 22일 발표한 '2025년 8월 경제활동인구조사 근로형태별 부가조사'에 따르면, 지난 8월 기준 비정규직 근로자는 856만8000명으로 전년 동월 대비 11만 명 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,10,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02656,1,A02656_1,A02656_1,"만1000명, 16만6000명, 31만2000명… 지난해 같은 기간 대비 늘어난 올해 7~9월 월별 취업자 수다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,1,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02656,3,A02656_3,A02656_3,"취업자 수는 올해 들어 매월 10만명 이상 늘고 있는데, 지난달엔 30만명을 돌파하며 19개월 만에 가장 큰 증가 폭을 기록하기도 했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02661,3,A02661_3,A02661_3,"국가데이터처가 28일 발표한 '2025년 상반기 지역별 고용조사'에 따르면, 상반기 비거주복지시설운영업 취업자는 지난해 상반기보다 168만8000명으로 13만5000명 증가해 산업소분류 가운데 가장 큰 폭으로 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02665,16,A02665_16,A02665_16,한편 이날 함께 발표된 '9월 국내 인구 이동 통계'에 따르면 지난달 거주지를 이동한 이동자 수는 49만4000명으로 전년 동월 대비 6.5%(3만명) 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02670,10,A02670_10,A02670_10,"외국인주민은 17개 모든 시·도에서 지속적으로 증가하고 있으며, 전년 대비 증가율이 높은 시·도는 전남(10.5%↑), 울산(8.9%↑), 경북·충남(8.8%↑), 충북(8.4%↑) 순이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,10,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02674,13,A02674_13,A02674_13,"센서스 고용 유발 인원 3만명은 올해 취업자수 증가 폭이 가장 작았던 지난 1월(13만5000명)의 22%, 취업자수 증가 폭이 가장 컸던 지난 9월(31만2000명)의 9.6%에 해당한다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,1,0,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02676,2,A02676_2,A02676_2,"2일 국가데이터처에 따르면, 올해 3분기(7~9월) 15~29세 실업률은 5.1%로 전년 같은 기간(4.9%) 대비 0.2%포인트 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,19,2,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02676,3,A02676_3,A02676_3,작년 4분기 이후 4개 분기 연속으로 청년 실업률이 악화했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,19,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02679,11,A02679_11,A02679_11,국가데이터처에 따르면 9월 소비자물가는 지난해 같은 달 대비 2.1% 상승했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,2,1,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
A02681,3,A02681_3,A02681_3,"국가데이터처가 4일 발표한 '10월 소비자물가동향'에 따르면, 지난달 소비자물가지수는 117.42(2020년=100)로 전년 동월 대비 0.3% 올랐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,24,7,HOLD,KOSIS_METADATA,KOSIS_METADATA_UNAVAILABLE,OFFICIAL_PATH,,SEMANTIC_MAPPING~KOSIS_METADATA,HOLD,KOSIS_METADATA_UNAVAILABLE,,,,,,0,,,
