기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,재분류결과,재분류사유,다음경로,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각,최신결과상태,최신결과단계,최신결과사유,최신개선판정,최신자식Claim번호,최신공식조회여부,최신공식통계표,최신공식좌표,최신공식값,최신계산값,최신판정,최신공표확인,최신공식값출처,최신결과출처,최신실행번호,최신기록시각,반영된결과수,남은작업,현재문제묶음,세부문제유형,세부문제설명,해결방법,처리우선순위,대표실행묶음
A00970,5,A00970_5,A00970_5,"반도체(-3%)와 디스플레이(-5.1%) 수출은 감소했지만, 휴대폰(33.3%), 컴퓨터·주변기기(26.9%), 통신장비(74.1%) 수출은 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A00970_5,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:50:32.755850+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A00970,6,A00970_6,A00970_6,품목별로 보면 반도체 수출액은 1년 전보다 3% 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A00970_6,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:50:33.555918+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A00977,10,A00977_10,A00977_10,25% 관세 부과가 현실화되면 수출 가격 경쟁력이 급격히 훼손되며 이제 막 자리를 잡는 제네시스의 판매가 타격을 입게 된다는 것이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A00977_10,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:50:53.736617+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01010,12,A01010_12,A01010_12,"관세청에 따르면 보세 공장 156개, 종합 보세 구역 73개, 자유무역지역제도(FTZ, 485개) 등으로 나뉜다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01010_12,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:02.561397+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01010,21,A01010_21,A01010_21,"관세청은 이 같은 규제 개혁을 추진하게 된 배경에 대해 “반도체, 조선, 디스플레이 등 첨단, 핵심 산업의 보세 가공 제도 활용 수출 비율이 90% 수준으로 매우 높다”며 “수출 환경 변화와 국가 간 주도권 경쟁 심화 등으로 과감한 규제 혁신 요구가 있어 왔다”고 했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01010_21,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:02.842409+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01010,22,A01010_22,A01010_22,"관세청에 따르면 반도체와 조선, 바이오가 보세 가공을 활용해 수출하는 비율은 각각 93%, 92%, 96%로 매우 높은 것으로 조사됐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01010_22,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:08.449718+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01023,13,A01023_13,A01023_13,"실업률은 4.3%에서 4.4%로, 물가상승률은 2.5%에서 2.7%로 올렸다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01023_13,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:17:06.427616+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01023,17,A01023_17,A01023_17,1970년대식 스태그플레이션 가능성에 대한 질문에 “현재 우리는 실업률이 완전고용에 근접한 4.1%를 유지하는 동안에도 인플레이션이 높은 수준에서 2%에 가깝게 둔화하는 상황에 있다”며 “우리가 (1970년대의)그런 상황과 비교할 만한 상황에 직면했다고 보진 않는다”라고 했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,2,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01023_17,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:51:24.865149+00:00,2,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01033,17,A01033_17,A01033_17,1970년대식 스태그플레이션 가능성에 대한 질문에 “현재 우리는 실업률이 완전고용에 근접한 4.1%를 유지하는 동안에도 인플레이션이 2%에 가깝게 둔화하는 상황에 있다”며 “우리가 (1970년대의) 그런 상황에 직면했다고 보지 않는다”고 했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01033_17,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:51:25.881446+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01037,3,A01037_3,A01037_3,"관세청이 21일 발표한 ‘3월 1~20일 수출입 현황’에 따르면, 3월 1~20일 수출액은 355억달러로 1년 전 대비 4.5% 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01037_3,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:14.266529+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01037,4,A01037_4,A01037_4,"이 같은 수출액 증가는 반도체(11.6%)와 승용차(3.7%), 선박(80.3%) 등 국내 주력 수출 품목이 호조세를 보인 데 따른 것이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01037_4,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:19.089977+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01037,7,A01037_7,A01037_7,수출액이 수입액을 웃돌면서 이 기간 무역수지는 11억 달러 흑자를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01037_7,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:48.847683+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01037,9,A01037_9,A01037_9,"이달 1~20일 수출은 늘었지만, 올 들어 감소 흐름을 보여온 수출이 3월 들어 증가세로 돌아설지는 미지수라는 분석도 나온다.",,indicator=SOURCE | value=MISSING | unit=MISSING | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01037_9,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:51:53.634903+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01076,9,A01076_9,A01076_9,"또 민생경제점검회의를 열고 4조8000억원 규모 서민정책금융 지원방안과 철도 지하화 사업 추진 등을 발표했고, 수출전략회의를 거쳐 366조원 규모 무역금융 투입 방안도 내놨다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01076_9,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:52:21.123590+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01097,5,A01097_5,A01097_5,"메르세데스-벤츠 EQA, BMW iX1 등 다른 수입차 브랜드에서 선보인 전기 SUV와 비교하면 최대 1500만원 이상 저렴한 수준이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01097_5,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:52:27.528973+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_RECORD_ASSERTION,직접 수치와 역대 최고·최저 주장이 한 문장에 섞임,직접 수치 주장과 기록 비교 주장을 분리한 뒤 각각 다시 진입,6,
A01103,20,A01103_20,A01103_20,여러 수입 경쟁 모델들의 국고 보조금 총액이 100만~300만원대에 그친 것과 대조적이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01103_20,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:52:39.428551+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01103,5,A01103_5,A01103_5,"여성 비율도 31.9%(772명)로, 수입 전기차 평균(23.1%)보다 크게 높았다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01103_5,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:52:32.567104+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A01120,15,A01120_15,A01120_15,한 업계 관계자는 “이들 소형 SUV의 마진율은 한 자릿수”라며 “25% 관세가 붙으면 수출 길이 막힐 수밖에 없고 경영 전략을 다 새로 짜야 할 것”이라고 했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01120_15,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:52:47.255821+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01120,5,A01120_5,A01120_5,◇대미 수출에 직격탄 자동차는 우리나라 대미(對美) 수출 1위 품목이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01120_5,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:52:42.415388+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01124,10,A01124_10,A01124_10,그 결과 생활 인구는 80만명을 넘겼다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01124_10,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:10:16.461200+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01124,11,A01124_11,A01124_11,인근 고성군도 해수욕장으로 피서객이 모여들며 체류 인구가 등록 인구의 24.6배에 달했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01124_11,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:10:17.136645+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A01124,15,A01124_15,A01124_15,"같은 기간 인구 감소 지역의 등록 인구는 490만여 명에서 489만여 명으로 줄었지만, 관광객 등 체류 인구가 대폭 늘어난 영향이다.",,indicator=SOURCE | value=MISSING | unit=MISSING | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A01124_15,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:10:18.840760+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
