Claim번호,기사번호,문장번호,기사일,원문,원래시점,복구시점,개선전상태,개선후상태,복구판정,복구사유
A02553_8,A02553,8,2025-07-16,"여기에 국내 최고 수준의 지도 데이터를 갖춘 ‘티맵 오토’, 평균 96% 이상의 한국어 인식률을 자랑하는 자동차 전용 AI 플랫폼 ‘누구 오토’와 함께 수입차 최초로 네이버의 차량용 ‘웨일 브라우저’가 새로 탑재된다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02681_10,A02681,10,2025-11-04,"그 외에도 커피(14.7%), 빵(6.6%), 수입 승용차(5.1%), 여자 외의(4.7%)의 가격 인상이 두드러졌다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_6,A02704,6,2025-11-10,삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.,,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A02704_8,A02704,8,2025-11-10,톱10 기업과 그 다음 90개 기업 간 수출 격차가 벌어지면서 대기업 내에서도 양극화가 진행되는 것으로 풀이된다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_9,A02704,9,2025-11-10,◇중소·중견 비중은 제자리…온기 못 느껴 기업 규모별로 보면 대기업 수출액은 1223억달러(약 178조원)로 5.1% 증가하며 분기 기준 역대 최대 실적을 달성했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_14,A02704,14,2025-11-10,"수출 기업 수가 6만9808개로 4.5% 늘었지만, 대다수 기업들이 체감하는 수출 증가 효과는 미미한 것이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_16,A02704,16,2025-11-10,"◇반도체 호황, 내수로 안 퍼져 재화 성질별로 보면 반도체와 자동차, 디스플레이, 유·무선 통신기기 등으로 대표되는 자본재 수출은 1110억달러로 11.2% 증가하며 8개 분기 연속 상승세를 기록했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_19,A02704,19,2025-11-10,"대기업의 경우 자본재 수출이 773억달러로 12.2% 증가했지만, 원자재(-5.1%)와 소비재(-5.4%)는 감소했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_27,A02704,27,2025-11-10,◇소비재도 반등했지만…구조는 그대로 자동차와 화장품 등 소비재 수출은 239억달러로 4.9% 증가하며 5개 분기 만에 증가세로 전환했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_30,A02704,30,2025-11-10,"대기업의 소비재 수출은 119억달러로 여전히 5.4% 감소했지만, 중견기업(4.4%)과 중소기업(24.9%)은 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_31,A02704,31,2025-11-10,중소기업의 소비재 수출 증가율이 높아 보이지만 금액으로는 84억달러에 불과해 대기업의 70% 수준이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_33,A02704,33,2025-11-10,지역별로는 동남아시아 수출이 556억달러(약 81조원)로 17.4% 급증하며 분기 기준 최대치를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02704_35,A02704,35,2025-11-10,"산업별로는 광제조업이 1595억달러로 8.0% 늘었고, 전기전자(15.0%)와 운송장비(9.3%) 수출이 크게 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02705_8,A02705,8,2025-11-10,특히 SK하이닉스의 고대역폭 메모리(HBM) 수출이 급증해 수출 상위 10대 기업의 무역 집중도(40%)는 역대 최고치를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02705_9,A02705,9,2025-11-10,"국가데이터처 관계자는 ""대기업, 중견기업, 중소기업 할 것 없이 모두 수출이 증가했지만, 반도체 수출이 크게 늘어나면서 10대 기업의 무역 집중도가 사상 최대치를 나타냈다""고 설명했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
